label	text_a
推荐类	我要近期的新书
原因类	魏晨为什么不演《奋斗》?
事实类	beyond超越阿拉伯演唱会是哪年
是非类	QQ2009有没有2008好用?
描述类	西城男孩的档案
评价类	乔任梁上海演唱会怎么样 ?
枚举类	如果SJ来广州开演唱会通常会去哪里开啊???
不作处理	第十届中韩歌友会是什么时候?sj参加么?
需求类	那里有BEYOND 1991生命接触演唱会的视频下载
不作处理	喜欢艾薇儿的朋友都来帮帮忙。
需求类	刘德华99演唱会的光碟哪里有卖啊?
原因类	爲什么那么多人喜欢看综艺节目?
评价类	2009年春节晚会精彩吗
推荐类	元旦晚会该搞什么节目啊
枚举类	万圣节广州这边有什么节目啊?
需求类	急求珍惜生命的开场白和结束语
原因类	为什么鹿城影院&lt;篮球火&gt;只有13集?
描述类	薛之谦的资料?
不作处理	扬州工人影城拿一个学生证是否能买到2张票啊?是不是原来票价40啊
枚举类	今年还会有哪些有关音乐的亚洲内的颁奖典礼
需求类	那里可以买跳舞机
事实类	今年什么时候举办亚洲音乐节?
方法类	如果要上台表演,怎样才能让自己不紧张?
是非类	今年的 亚洲音乐节,少女时代会参加吗
事实类	哪个歌手的出场费最高
是非类	现在农高会还能买到门票吗?
事实类	杰伦新专集是?
是非类	周华健12月31日上海演唱会门票有没有情侣套票啊
事实类	请问:10.25周杰伦武汉演唱会上和他跳本草纲目的小男孩是谁?
是非类	刘德华现在有没有演唱会?
事实类	雪碧飞扬新声直播网址谁知道啊
原因类	为什么那么多人喜欢跳街舞?
是非类	11月2日是不是举办了音乐颁奖典礼?
事实类	什么时候出 速度与激情第4部?现在就有预告 但是是什么时候出?
需求类	谁有劲乐团单机?给我传一个 谢谢 要直接能玩的
是非类	周杰伦杭州站的门票开始派送了吗?
不作处理	效果器DIGITECH GNX4的参数问题
描述类	关于南拳妈妈
枚举类	世界航空展会之最有哪些?
需求类	求冷雨夜SOLO贝司谱.
不作处理	李坚的歌是什么东东?
是非类	五月天的最新专辑《后青春期的诗》会不会来上海签售?
是非类	张杰和谢娜的恋情是真的吗?
需求类	滨崎步2005年演唱会的第一首歌是HAPPY ENDING 的,`这个演唱会的下载地址是什么啊```?
是非类	蔡依林会来贵州开演唱会吗?
描述类	有谁知道李易峰最近在做什么啊
事实类	飞轮海11月22号演唱会最贵的门票要多少钱?
描述类	把这个地点翻译成英文
枚举类	今年万圣节有什么派对
描述类	周杰伦杭州演唱会详情?
事实类	下届奥运会再哪举行
不作处理	连云港首届少儿才艺PK大赛
事实类	新宝来的广告歌曲叫什么名字?
事实类	vitas下次在那开演唱会?我好想知道啊。
不作处理	请告诉我三中全会的时间和地点,谢谢了
事实类	谁一生演出100多部剧目如《花木兰》
事实类	王柏松参加综艺满天星拿了第几名
事实类	张敏健在参加综艺满天星那了第几名
事实类	兴平市一共有多少个高中
事实类	东方神起的演唱会在什么时候开?
推荐类	蔡妍什么快歌最好听?
需求类	知道哪有街舞学吗?简单的!为上课前的表演…)
推荐类	世纪音乐网有那西?
枚举类	2008莱卡风尚大典售票地点在哪啊
评价类	可以爱情转移吗?
需求类	有乔任梁11.1的视频吗
描述类	BOW是什么啊??
不作处理	你们喜欢今年绝对唱响中的朱浩吗?
方法类	谁有朗诵的诀窍
事实类	滨崎步的演唱会是什么时候?
枚举类	武汉最近有哪些演出,便宜的!
需求类	在哪里可以买到飞轮海的海报?
事实类	刘德华共多少首歌
推荐类	公司见面会应穿什么衣服?
推荐类	听哪儿首歌会让人睡觉?
方法类	背包里有一个回城符 怎么选宁海县或其他(不选小桑) 回城??
事实类	李琦在武汉特别团体solo的曲目?
推荐类	大学城哪里比较好?
事实类	周杰伦什么时候来济南开个唱?
方法类	承包个大鱼塘需要注意些什么才能吃到票子?
事实类	乔任梁演唱会是几月几号?
方法类	联谊晚会节目与节目之间的串词要怎么写?
描述类	张杰跟谢娜到底咋回事?
是非类	张杰与谢娜结婚没
评价类	五月天和南拳妈妈哪个厉害?
评价类	50剑魂和50狂战PK谁厉害???
描述类	张杰和谢娜的关系怎么样了
推荐类	广州那有好玩的地方吗 在哪 ?
事实类	尚雯婕在地震后捐款了多少钱?
事实类	什么时候有歌舞青春3
枚举类	谢娜和张杰合作过什么?
描述类	明星刘海波的个人资料
是非类	岚来上海开演唱会有嘉宾吗?
事实类	西城男孩是哪个国家的?
事实类	澄海千树园的门票多少钱?
不作处理	水立方的联系电话和门票
不作处理	东方神起11月份的演唱会几号在哪举行?
是非类	东方神起和s.h.e同台演出过吗?
事实类	刘德华门票多少钱一张
方法类	怪物猎人怎么捕捉???
描述类	114是做什么用的啊?
事实类	SHE几时才开演唱会?
事实类	今天晚上快乐大本营谁作嘉宾
不作处理	谢娜和张杰有恋情吗?汪涵结婚了吗?
不作处理	五月天的(突然好想你)和信的(释放)分别是什么时候出的?
是非类	SJ和飞轮海上海的演唱会是不是同一天啊
不作处理	《绝对唱响》朱洁
事实类	刘德华什么时候开演唱会?
事实类	第几届中韩歌会有SJ-M
事实类	2009年国庆放几天假
评价类	周杰伦演唱会真的那么火吗?
是非类	明年中国经济是不是会又新的发展契机,会不会一落千丈三年才能翻身,望指教
事实类	take啥时来上海开演唱会
方法类	票价下调后又出现客流拥挤的现象,怎么办
事实类	罗志祥什么时候来上海开演唱会啊?
描述类	魏晨最近有什么行动
不作处理	今年得绝对唱响 华谊兄弟新签约的歌手何平
事实类	东方神起什么时候开演唱会啊?
是非类	Super Junior的演唱会有网站吗?
不作处理	如何买票参观鸟巢、水立方,在哪买,多少钱 ?
事实类	在哪抽奖换雷蛇啊?
事实类	I believe 中文歌词 申胜勋
评价类	杰伦刚出的专集你们喜欢吗?
推荐类	Beyond,不朽的神话,求他们最经典的一场演唱会。
事实类	林俊杰2008年新专辑是什么
事实类	王力宏10月31号在北京国家体育场的演唱会票价是多少?
事实类	董洁怀孕几个月了
描述类	啥叫会跳舞的大象?
方法类	怎么快速提高飞车等级?
事实类	super junior三周年是哪天呀
枚举类	组台电脑最少需要多少硬件
事实类	2008我型我秀总冠军
推荐类	有什么演唱会好看?
枚举类	2008年世界名模50强的名单??
原因类	为什么张泽那么臊
推荐类	谁知道看MV或演唱会的网站?
枚举类	棒棒堂经常在那里开演唱会?
需求类	kimi上海演唱会的视频哪有
事实类	superjunior有几个人呢?
方法类	最近学校要举行一场晚会,必须得写策划书,但是本人不知道怎么写,哪位好心可以告诉我不?
事实类	侯佩岑今年多大了.
描述类	请问,大家禁止网络上有刷票行为,但什么算刷票
不作处理	如果有一天,杰伦退出娱乐圈
事实类	第十届中韩歌会到底几号播出啊?
原因类	我最近晚上睡觉会抽筋,从小到大都没抽过,晚会上总会被抽筋疼醒,而且头发很会掉,这是为什么?
枚举类	独家记忆舞团内的职位,,谁能帮我想想
需求类	谁有国家大剧院的资料&gt;?
事实类	魏晨的话剧多少钱一张?
是非类	知道今年的春晚会有赵本山吗?
是非类	周杰伦今晚在成都开个唱?
需求类	余姚的塑博会哪能弄到票
事实类	梦幻内蒙区什么时候出新区
需求类	求5个人的英语话剧剧本
事实类	世界上最大的舞台是哪里??
描述类	林志颖的详细地址和资料地址和资料
事实类	80印象馆上海地址在哪里???
推荐类	想找个录音棚?
需求类	哪里有高清晰版的飞轮海演唱会视频?
事实类	请问声艺FX16调音台自带的是用的什么牌子效果器?我想了解一下参数。!
事实类	哪个明星要到成都开演唱会的啊
事实类	什么铃儿不能响?
不作处理	绝对唱响中你最喜欢谁?为什么?
事实类	王传一今年多大了
事实类	第十届中韩歌会在哪里可以看到?
事实类	SJ-M最近在哪有活动?
枚举类	rain在中国哪些城市开过演唱会
事实类	杰伦今年多大
不作处理	怪物猎人2G的盾蟹王怎么打?用哪一种武器较好?
事实类	谢娜和张杰什么时间开始恋爱的
是非类	10月23号俞灏明,张杰,厉娜会来韶关学院,栎鑫也会来吗??
需求类	有SM的演唱会下载地址么
描述类	张杰和谢娜到底是怎么回事啊?
方法类	怎么用最简单的方法知道对方所在的上网地点
事实类	SHE和飞轮海10.26号福州站演出后住在哪个酒店??
枚举类	成为模特的基本要点.?
推荐类	谁知道最近比较出名的选秀
方法类	怎么样做电子报?详细点?
是非类	nokia1650能下主题吗?
描述类	迈克杰克逊的最新消息????
事实类	郭德纲最新相声骂鬼子的叫啥名
需求类	谁帮帮忙给弄个元旦晚会的剧本啊~~
需求类	请问刘德华2008演唱会哪有看的?
事实类	BEYOND是什么时候红的?
不作处理	PSP怪物猎人2G装备问题
原因类	乔任梁为什么那么帅
事实类	迈克尔.杰克逊的布加勒斯特演唱会有多少观众啊?
方法类	怎样成为卓越的VIP?
需求类	急需一份主持人大赛的开场白,谢谢
不作处理	你们喜欢2008周杰伦【魔杰座】吗
描述类	南拳妈妈的详细资料
枚举类	求音乐剧《歌舞青春》里面所有的英文歌~!
是非类	中华小子后部出了吗?
枚举类	演艺厅里的时装歌曲名,谁知道
需求类	谁有林志颖演唱会的录影啊,清晰一点的哦,拜托了
事实类	艾滋病晚会上唱的对唱歌曲
评价类	cosplay时候头发及肩了,是绑起来还是放下去?
方法类	(怪物猎人)族龙到了弹刀后怎么打!!高手指点下!!很急哦
事实类	飞轮海演唱会是什么时候
描述类	那里有lara jade的资料~??
方法类	我已经用600Q豆买了2张黄金靓号卡,要怎么兑换呢
事实类	一把木吉他大约多少钱
需求类	谁有滨崎步的新专辑
事实类	2008,08,08举行什么活动???
不作处理	你怎么知道凤凰山的门票是150的,你确定吗?
推荐类	迎新送旧晚会表演什么最好?
方法类	我是刚毕业的,学票务的,没有什么实践的工作经验,怎样去面试一家航空公司?
描述类	薛之谦的详细资料
方法类	中国的电竞道路该怎么走下去?都解散?
推荐类	什么活动是很快的时间就可以进行的
原因类	我买的艾薇儿那张DVD,就是多伦多演唱会的为什么那么卡啊?那可是正版的,55呢!
是非类	这个星期有演唱会吗
需求类	H.O.T的告别演唱会,谁有可以下载的!
需求类	跪求无敌珊宝妹最后一集的网址啊!!
方法类	NBA08怎么调现场气氛
事实类	2008金马奖颁奖典礼时间
不作处理	谁知道凤凰古城的门票价格和那边酒店的价格
是非类	飞轮海上海演唱会现在可以订票了吗
推荐类	哪里有好的音乐网推荐几个?
方法类	怎样才能学好街舞?要快速学好的办法。
需求类	但是我们这里现在还没有Cosplay的团队啊、我是自己想组建一个,但是没有任何经验...是不是很异想天开?请问能给我一些帮助么?
描述类	谁知道“幸福大街”组合啊?好像有些恐怖啊?谁知道她们的 详细资料啊 ?
是非类	BOBO和JJ最近是不是要来西安?
事实类	周杰伦下站演唱会在那?
事实类	中韩歌会什么时候播
方法类	怎么加入李宇春重庆后援团
枚举类	国内最顶级的电影颁奖典礼和音乐颁奖典礼分别是什么?
是非类	ELVA明年是在开完小巨蛋演唱会之后发新专辑还是之后发新专辑
描述类	黄拍拍的资料是什么??
需求类	小乐无名地址
枚举类	杰伦演过的电影(越详细越好)
不作处理	温州市转让二手游戏机.麻将机.地主机谁要
不作处理	请问.?尼排系HK好兴的是什么.?
需求类	谁能帮我找几张何明瀚和李易峰的图呀,还有他们的详细资料
评价类	虚拟紫禁城好不好玩
枚举类	寻仙20及有什么好技能啊
推荐类	SJ M里哪个唱歌最好听?
枚举类	2009年有哪些初中生可以参加的唱歌比赛?
事实类	至上励合的官方首站是什么?
不作处理	曹颖主持的消防日晚会什么时候什么台放
事实类	18只什么时候开演唱会
事实类	艾薇儿多大?
不作处理	喜欢林俊杰的来投一票啊--
需求类	谁能把米演唱会视频的网址给我?
枚举类	《巴拉那漂亮宝贝》小蓝与美琪的真名是什么?
事实类	刘德华什么时候开演唱会
事实类	曹颖年龄是多少
枚举类	怪物猎人里的辉龙石和雷光渗出物分别是做什么任务才能得到?(说最简单得任务)
事实类	广州什么时候再有动漫展?
事实类	周杰伦即将拍的新电影叫什么名字啊?
事实类	怪物猎人2g有几个怪
是非类	CCTV4是全球同步直播吗
需求类	哈哈~哪有好看的电影界呢
不作处理	为什么今年没有《快乐男声》,明年有吗?
事实类	帮忙找一首歌...在湖南卫视5.12抗震救灾晚会上,张杰和另外一个女的唱的...
评价类	你们喜欢杰伦哪里?
需求类	有谁可以找到BEYOND的冷雨夜那段贝思音乐啊
不作处理	新霹雳游侠里那个亚裔的女演员叫什么?谁有她的资料?
评价类	张杰和魏晨谁跟有实力?
事实类	德尔惠第一代代言人是谁?
描述类	舞台突发事件处理
描述类	化装晚会是什么啊?
描述类	BOBO最近有什么消息
事实类	张靓颖的演唱会是什么时候?
枚举类	南拳妈妈那四个人叫什么(最好是有相片的)
评价类	"2004年小刚的新加坡演唱会,当他泪洒""黄昏""时你是否感动!"
需求类	哪里能清楚看到艾薇儿的MV?
是非类	棒棒糖开演唱会了吗
不作处理	寻求一些个资料?
不作处理	谢晋艺术大师的艺术灵感和政治嗅觉是怎样形成的?第二个谢晋能尽快出现吗?
评价类	认真的雪很好听么?
不作处理	Animelo Summer Live 2008
事实类	JAY的新专辑内地版送什么?
评价类	评价一下杰伦的《魔杰座》怎么样?
是非类	谢娜与张杰是真的在交往吗?
推荐类	那种才艺表演比较好学啊,简单点,能速成的,最好在一两个月之内能学个一般的
是非类	燕姿最近有活动吗
事实类	superjunior中有几个中国人?
需求类	谁有牟少帅和海洋等他们从参加比赛到现在的视频?
是非类	李米的猜想 BOBO有出演么?
方法类	怪物猎人怎么显血
需求类	谁能帮我编校运会晚会的主持人台词?
事实类	c票几年检查一会?
需求类	谁知道2008年第十届中韩歌会哪里能下载下
评价类	音乐会让感觉到安全吗?
不作处理	周杰伦成都演唱会是几点?哪个电视台?
事实类	KIMI11.1号在哪里开演唱会
方法类	怪物猎人2G中龙苔怎么得
事实类	谁知道汕头2008年烟花晚会几点?
是非类	jay演唱会现场直播回到北京吗?
不作处理	PS2怪物猎人2中的陷阱怎么做(是陷下去的那种)要什么材料,在哪里取得
不作处理	抗震救灾倡议书和诗朗诵
事实类	有张远的那个组合叫个啥?
是非类	2008亚洲音乐节举行了没有???
描述类	张杰和谢娜怎么样了啊
事实类	林肯公园上海演唱会什么时候开始?
方法类	那里可以寻到龙卷风追逐专用车?
枚举类	与千千阙歌同曲异词的歌名有多少?
枚举类	综艺满天星第二季10月19号的29期派对有哪些背景音乐?
是非类	迈克尔杰克逊在舞界是顶级舞者级人物?
方法类	怎样瘦小腿又快又好
方法类	龙卷风追逐专用车?
需求类	请问谁可以给我出个英语话剧?
需求类	哪能定 五月天的cd?
需求类	林志颖10.17上海演唱会视频
事实类	刘德华什么时候再开演唱会
事实类	2008动感地带街舞大赛在哪个台播出?
事实类	五月天刚出的新专集是什么?
不作处理	怪物猎人游戏里的等级(HR)升级的时候有没有经验看的?在哪里看?
需求类	哪里可以在线看几米的音乐剧?
不作处理	宝儿演唱会上有一个舞步是她学木偶
事实类	谁知道公交公司的投诉热线
事实类	南拳妈妈什么时候出新专辑
描述类	董洁是谁啊?
事实类	2008年最长的电影是?
方法类	怎样可以很好的主持一个节目?气氛要活跃
不作处理	南拳妈妈里面那个女的是谁?漂亮不?
推荐类	南拳妈妈里面最帅的是谁?
原因类	为什么我下载了炫舞后却打不开?
方法类	怎样给主持人写十月份的策划书
需求类	谁能告诉我激情五月天的新网址
事实类	谁将要在首体开演唱会
枚举类	11月9号的快乐大本营来的嘉宾是什么组合啊
方法类	V3ie怎么下主题?
事实类	杰伦杭州黄龙体育中心演唱会门票价是多少?
不作处理	有谁要蔡依林演唱会的票!超便宜的喔,
事实类	跟来生缘歌曲同音的粤语版的叫什么歌?
事实类	SHE和飞轮海在上个月的几号开了演唱会呢?
枚举类	西城男孩有谁组成
方法类	没钱点人怎么活才有意思
原因类	为什么电视台要采访别人?
枚举类	中学生的娱乐方式有哪些??
方法类	初一的联欢会怎样开?
方法类	怎样才能加入乱感觉乐团呀?
方法类	怪物猎人2G珍兽中的珍兽这个任务(村长)怎么过?
描述类	什么是大唐?
事实类	歌舞青春3上映时间
描述类	看见美女会有什么反应?
推荐类	学校的艺术节准备开始了,我们班不知道表演什么?表演什么好呢?
事实类	哪个知道李克勤的那场演唱会里面有唢呐啊
事实类	张惠妹什么时间在西安开巡回演唱会了?
是非类	网上有没新昌电视台直播?
描述类	陈小艺的档案?
事实类	春春的出场费是多少啊?
事实类	今天快乐大本营中张远唱的是什么歌?
事实类	求一部香港古装老电视剧。剧中有酒鬼,色鬼,赌鬼,最后因喂剑牺牲。
需求类	谁有第九届,第十届中韩歌会下载?
评价类	刘斌抽象不?
事实类	S.H.E,飞轮海“我的梦想我做主”大型演唱会济南站的票价是多少?全的
事实类	光良什么时候开演唱会?
推荐类	杭州哪里最好玩
是非类	寻仙那么2级的抓宠技能1级的镜子能不能抓坐骑啊?
事实类	周杰伦的英文名字叫什么?
原因类	为什么秀全公园那么好玩?
是非类	蔡依林武汉演唱会是在新华路的足球场开吗
推荐类	蔡依林武汉演唱会什么价位的票好点
方法类	怎样才能参与到COSPLAY呢..
事实类	谁知道预言OL最近期开新区的时间?
枚举类	赵文卓有那些电影?
需求类	在哪里找得到 SHE,飞轮海 10月26号 在体育中心演唱会的视频
事实类	BOBO的粉丝叫什么?
推荐类	看演唱会买什么望远镜好?
事实类	飞轮海和SHE都去什么地方开演唱会?
推荐类	有关健康饮食的诗朗诵
推荐类	五月天谁最帅?
需求类	寻王力宏北京演唱会视频地址、清晰的
事实类	南拳妈妈里面的这个人是谁?
事实类	何洁所在的娱乐公司是哪个
事实类	滨崎步的有首歌MV主演是余文乐,请问歌名是什么啊?
事实类	蔡依林演唱会是什么时间
需求类	帮我想一个团课主题,要好完成任务的。
描述类	super junior最近有什么活动?
事实类	林俊杰的快乐大本营什么时候播出?
推荐类	linkin park 有什么歌好听`` 他们最近有什么专集发表不??
需求类	求。元旦晚会小品剧本。(内内容要健康向上的,不能有情和爱的,我们老师有点死板。5分钟左右
原因类	为什么不能中马票,不就那九个数字吗?有那么难吗
枚举类	2008年10月最新单曲有哪些?
事实类	super junior的08首尔演唱会的DVD什么时候能买到呢?
事实类	全国街舞挑战赛开赛日
描述类	折子戏讲的是一个什么故事?
描述类	谢娜的资料(全)
推荐类	薛之谦和张杰哪个帅?唱得好?
不作处理	唱响王睿11.8
推荐类	毕业晚会安排什么活动?
方法类	怎么演好舞台剧
描述类	魏晨现在怎么样了?
需求类	谁有&lt;歌舞青春3&gt;里面的歌曲
描述类	super junior11月有什么活动?
不作处理	周杰伦演唱会
描述类	伤心太平洋用英语怎样说
事实类	完美星世界乔任梁播出时间
是非类	张杰是真的喜欢谢娜的吗?
描述类	王若琳.什么来头?
事实类	2008年我型我秀冠军是谁啊?
描述类	张杰的活动?
不作处理	飞过海演唱会
评价类	用笛子吹奏beyond的冷雨夜,喜欢你和真的爱你,合适吗?好听吗?
不作处理	"关于""拾叄乐团”"
不作处理	superjunior在日本的分组是什么名,有谁
事实类	2006春晚邻居台词?
描述类	vip6级有什么好处?
不作处理	关于“TN”..
方法类	飞库上的宣传票怎么用
推荐类	五月天5个人 排下谁最帅 。。。
枚举类	2008亚洲音乐节中国谁去了
推荐类	你最喜欢听哪个乐团演唱的音乐
是非类	杭州钱江新城do都城,进去玩有没年龄限制?
不作处理	五月天最新EP
事实类	舞林大会译男跳的舞的歌名?
事实类	vip在中国什么时候上市
需求类	卟好意思 还有事情麻烦你下 河川大厦和诚基中心到底哪里售票啊。。
是非类	super junior原13人会再次一起出合辑吗?
推荐类	beyond最经典的演唱会是哪一场
需求类	求关于万圣节的SCARY STORY。。要英文的
事实类	刘德华到2008年多少岁了?
方法类	大学社联上交材料制度咋写。。。。
推荐类	朗朗上口的童谣
是非类	鹿城影院里有没有丧尸电影?
不作处理	长征的时间、地点。(要求写出参考资料、网址)
不作处理	阿杜徐州歌友会
不作处理	superjunior要在上海开演唱会
方法类	飞库网的日宣传票怎么点
事实类	superjunior1在上海开演唱会是好久
方法类	怪物猎人P2ndG中的砦蟹,该如何打败它,望高手指点?
事实类	林俊杰几时出新的专集?
事实类	谁知道王铮亮的&lt;爱是家乡&gt;的歌词?
事实类	李云迪最讨厌的是哪一种头发用品???
描述类	Super Junior最近有什么动向吗?
事实类	几月几号是李咏主持的最后一期幸运52?
是非类	张杰和谢娜是恋人吗?
评价类	阿穆隆会红吗?
是非类	11月15日天津卫视真的有MKMF颁奖典礼的直播吗?
评价类	隐形的翅膀是指坚强的意志还是乐观的心态
原因类	西城男孩的布雷克为什么要单飞?
事实类	世纪联华在哪儿?
需求类	求人气歌谣500期全场高清视频
是非类	昨天,浙江台的“我爱中国蓝”有王滔吗?
原因类	迈克杰克逊为什么没有在中国举行演唱会?
是非类	何洁是少数名族吗
不作处理	《认真的雪》
事实类	无敌珊宝妹一共几集
推荐类	近期有咩新游戏?
事实类	BEYOND92沙龙摇摆演唱会共有几首歌?
事实类	何炅有多大了?
枚举类	2008年10月10大劲歌有哪些?
事实类	10.18bobo的慈溪演出什么时候在电视上拨出?
事实类	飞轮海的巡回演唱会一共有多少人?
推荐类	圣诞节可以做什么事
事实类	周杰伦世界巡回演唱会的下一站在哪?
事实类	维也纳艺术节创立于?
评价类	80的我们还有什么?
方法类	学生票打折怎么算?
是非类	天天抽中华,好不好?
事实类	PSP怪物猎人村长3星特产蘑菇采集地址
不作处理	武林每天晚上9点的8里活动怪
原因类	现在当兵怎么还要打红包才能进得了复选?( 什么行成了这样的风气)
是非类	何炅有没有出过什么书啊?
需求类	superjuinor的演唱会视频有么?
不作处理	广州好。有好多野吃又地道?
需求类	求飞轮海、SHE演唱会视频.要完整版的
事实类	[高校音乐剧]的第一首英文歌叫什么?
是非类	终极一街开演了吗
不作处理	张敬轩演唱会
描述类	求一份王若琳的详细资料
事实类	周杰伦明年在什么时候会出专集
描述类	魏晨现在在忙什么?
枚举类	天天向上的那几个伴舞是谁
事实类	飞轮海深圳演唱会几点开始?
枚举类	飞轮海都开过哪几场演唱会
是非类	飞轮海的演唱会电视上会放吗
不作处理	水立方和鸟巢的位置在哪?门票多少啊?
方法类	怎样下载林志颖的演唱会
不作处理	主持人开场白
原因类	我跑时怎么有时候票不正啊
事实类	秦时明月之诸子百家什么时候能开演?
需求类	有哪个网站有乔任梁好看的照片?
需求类	无敌珊宝妹!谁知道几集和内容!详细点
事实类	无敌珊宝妹播出时间是什么时候
不作处理	kimi在什么时候在哪里开演唱会
方法类	PSP怪物猎人2G 下载任务怎么弄的?
事实类	八达岭长城门票价格?
是非类	谢娜和张杰在一起吗?
不作处理	请问是举办了什么颁奖典礼啊?
需求类	求:辩论资料
是非类	飞轮海与SHE的演唱会完成了吗
事实类	BEYOND乐团目前有几人
不作处理	linkin park 主唱伤好勒没 ?会不会来中国巡回演唱?
事实类	谁知道SJM下次在哪演唱
枚举类	五月天 出过的专集有哪些?
原因类	乔任梁怎么还不出新专辑
枚举类	东方神起最近都参加了什么综艺节目
描述类	魏晨最近在干嘛
事实类	杰伦有多大了?
事实类	周董今年多大了 啊?
推荐类	联谊会可以搞那些节目?晚会的形式啊!!
推荐类	谁能给我发个《新世纪的新一代》的指挥方法的网站
描述类	街舞的一些知识
事实类	俞灏明什么时候出专辑
描述类	Kurt Cobian是谁?
方法类	怪物猎人2G 金手指怎么用啊
需求类	到哪里找能找到林志颖在上海演唱会的全场过程啊
是非类	SuperJunior上海11.22演唱会曲目表变过了吗?
事实类	维也纳金色大厅门票多少?
不作处理	飞轮海的北京演唱会?
描述类	一二九大合唱比赛,唱歌前说些什么?
需求类	谁有乔任梁11月1号演唱会的视频地址
方法类	穿很大的毛衣怎么搭手饰?
枚举类	世纪音乐网有哪些
不作处理	快乐大本营的地址在那啊?坐几路公交车?门票是多少?
原因类	大家为什么喜欢五月天?
描述类	sj最近有什么活动呢?
事实类	捉到的妖在哪里去鉴定 我在宁海县
事实类	新流星花园什么时候开演?
需求类	帮忙组台价格2000—3000的电脑~~
是非类	许巍还会出专辑吗?
事实类	庐山的门票大概多少?
事实类	青春舞台是哪个电视台播出哦啊?
事实类	文新报业大厦里39楼是什么公司
事实类	昨晚江苏卫视名师出高徒4进3谁被淘汰了?
不作处理	“无缘无故”中了张价值380元门票!
事实类	谁知道周杰伦的演唱会什么时候开始?
是非类	方特现在还是只收门票吗?
推荐类	你听过的最有特色的活动是什么?
是非类	艾薇儿是否结婚了?
事实类	super junior 什么时候到中国开演唱会
事实类	飞轮海“想入飞飞”演唱会到哪了?
描述类	何炅的详细资料
是非类	飞轮海的巡回演唱会会来广州吗?
方法类	怪物猎人各种耳饰入手方法?
方法类	怪物猎人中的毒怪鸟怎么杀
不作处理	谁理解张楚?
事实类	第一届春节晚会是哪一年?
推荐类	2008谁的演唱会最好看
事实类	WLK什么时候在CHINA上线
事实类	昨天(11.8)的名师高徒绝对唱响4进3,谁被淘汰了?
需求类	谁有林志颖2008年10月17号在上海演唱会的完整视频?
描述类	乔任梁最近有哪些活动啊?
枚举类	飞轮海的写真有那些?
是非类	club这种活动还有没有
不作处理	求一字。请大家帮我猜猜!心栽花花半开,徘徊门前实难猜,只因他人夺你心,唯有为你祝福来,忽知花开为我开,连蹦带跳乐开怀,日思夜盼梦中人,定当仙女供起来
评价类	请问追星族的好处在哪?
描述类	谁能帮我找小学生诗海拾贝活动计划
事实类	想挑战吗 的竞猜嘉宾是谁?
需求类	求中文广播剧/个人剧
原因类	JAY为什么这么红
推荐类	解救悲伤的灵魂的这个任务的最佳完成地点是哪里啊?
枚举类	老舍写过什么话剧
需求类	谁有关于BEYOND的网站?
事实类	SJ里的票子是谁
推荐类	PSP怪物猎人,过轰龙,在什么套装比较好
是非类	今年春晚本山大叔上不上?
需求类	谁有《爱你是个错误》舞台剧的台词?
枚举类	快乐大本营近期里上去的嘉宾。。
描述类	杨政最近有什么活动
方法类	如何提高演唱技巧?
事实类	杰伦是什么时候走红的?
事实类	电影演完后会做是什么.?
事实类	beyond什么 时候重组
事实类	SJ-M什么时候能上快乐大本营啊?好想看到旭上大本营!
推荐类	什么电吉他好点了
枚举类	《无敌珊宝妹》里的歌叫什么?
描述类	Jay所有资料介绍, 要狠赞的 .
推荐类	马上单位春节晚会了,什么样的节目才能拿奖呢?
评价类	无敌珊宝妹这电视好看么?
推荐类	大学女生文化节开幕式晚会,用怎样形式的节目新颖一些?
原因类	张信哲当兵是为什么吖?
事实类	张学友最后出的演唱会碟子叫什么名字?
描述类	李宇春最近有什么消息啊?2008有什么动态啊?
不作处理	2008蔡琴武汉演唱会票务
事实类	谁能告诉我QQIP的准确地点啊
方法类	歌唱比赛决赛时的流程怎么写?
事实类	2008新光大典谁是大赢家?
描述类	有谁知道什么叫“展语”
评价类	东方斯卡拉激情之夜好看吗?
原因类	为什么喜欢杰伦
描述类	无敌珊宝妹的大结局是什么样的?
是非类	腾讯是否举办周年庆有奖回馈活动
是非类	SHE飞轮海明年会不会来银川?
事实类	周杰伦11.15杭州演唱会几点开始
事实类	周杰伦2008武汉演唱会在电视哪个频道播放
不作处理	东方斯卡拉乐队
方法类	怪物猎人2ndG的下载任务怎么下载?
方法类	怎么抱二奶晚会偶合
事实类	丰台公园的票价是多少?
事实类	快乐大本营中刘英棋用绸带跳的那个舞的专业名字是什么?
事实类	近期的一期快乐大本营 有几个学生出国那次 他们开始唱的什么歌曲啊?
是非类	黑girl要开演唱会了吗??
事实类	国安明年的年票价会是多少?
事实类	大象放屁猜歌名
枚举类	艺术节有什么表演节目?
需求类	那可下载张信哲北京演唱会3GP /MP4格式视频
不作处理	网上航空订票
是非类	王栎鑫现在和俞灏明的关系还很好么
描述类	哭个痛快 有几句英文帮我翻译下~~
方法类	舞台上活跃气氛最好的办法是什么?
方法类	激情五月天的在线电影怎么看 啊?
是非类	谁知道农大的体育场好不好?
原因类	凤凰宽频上找不到许戈辉的《戈辉梦工场》 呀,是为什么
事实类	11月许志安和许慧欣名师高徒唱歌是什么曲目
事实类	故宫现在门票多少钱?
不作处理	今年过年想出去玩
